;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05.02.2018 13:36:25
;----------------------------------------------

;Address Opcode 	ASM
  L__SPI_T6963C_Config315
  L__SPI_T6963C_Config316
  L__SPI_T6963C_Config317
  L__SPI_T6963C_Config318
  L__SPI_T6963C_Config319
  L__SPI_T6963C_Config320
  L__SPI_T6963C_Config321
  L__SPI_T6963C_Config322
  L_end_SPI_T6963C_PartialImage
  _SPI_T6963C_PartialImage
  L__SPI_T6963C_PartialImage324
  L__SPI_T6963C_PartialImage325
  L__SPI_T6963C_PartialImage326
  L__SPI_T6963C_PartialImage327
  L__SPI_T6963C_PartialImage328
  L__SPI_T6963C_PartialImage329
  L__SPI_T6963C_PartialImage330
  L__SPI_T6963C_PartialImage331
  L__SPI_T6963C_PartialImage332
  L__SPI_T6963C_PartialImage333
  L__SPI_T6963C_PartialImage334
  L__SPI_T6963C_PartialImage335
  L__SPI_T6963C_PartialImage336
  L__SPI_T6963C_PartialImage337
  L__SPI_T6963C_PartialImage338
  L__SPI_T6963C_PartialImage339
  L__SPI_T6963C_PartialImage340
  L__SPI_T6963C_PartialImage341
  L__SPI_T6963C_PartialImage342
  L__SPI_T6963C_PartialImage343
  L__SPI_T6963C_PartialImage344
  L__SPI_T6963C_PartialImage345
  L__SPI_T6963C_PartialImage346
  L__SPI_T6963C_PartialImage347
  L__SPI_T6963C_PartialImage348
  L__SPI_T6963C_PartialImage349
  L__SPI_T6963C_PartialImage350
  L__SPI_T6963C_PartialImage351
  L__SPI_T6963C_PartialImage352
  L__SPI_T6963C_PartialImage353
  L__SPI_T6963C_PartialImage354
  L__SPI_T6963C_PartialImage355
  L_end_SPI_T6963C_Rectangle_Round_Edges
  _SPI_T6963C_Rectangle_Round_Edges
  L__SPI_T6963C_Rectangle_Round_Edges357
  L__SPI_T6963C_Rectangle_Round_Edges358
  L__SPI_T6963C_Rectangle_Round_Edges359
  L__SPI_T6963C_Rectangle_Round_Edges360
  L__SPI_T6963C_Rectangle_Round_Edges361
  L__SPI_T6963C_Rectangle_Round_Edges362
  L__SPI_T6963C_Rectangle_Round_Edges363
  L__SPI_T6963C_Rectangle_Round_Edges364
  L__SPI_T6963C_Rectangle_Round_Edges365
  L_end_SPI_T6963C_Rectangle_Round_Edges_Fill
  _SPI_T6963C_Rectangle_Round_Edges_Fill
  L__SPI_T6963C_Rectangle_Round_Edges_Fill367
  L__SPI_T6963C_Rectangle_Round_Edges_Fill368
  L__SPI_T6963C_Rectangle_Round_Edges_Fill369
  L__SPI_T6963C_Rectangle_Round_Edges_Fill370
  L__SPI_T6963C_Rectangle_Round_Edges_Fill371
  L__SPI_T6963C_Rectangle_Round_Edges_Fill372
  L__SPI_T6963C_Rectangle_Round_Edges_Fill373
  L__SPI_T6963C_Rectangle_Round_Edges_Fill374
  L__SPI_T6963C_Rectangle_Round_Edges_Fill375
  L__SPI_T6963C_Rectangle_Round_Edges_Fill376
  L_end_SPI_T6963C_Circle_Fill
  _SPI_T6963C_Circle_Fill
  L__SPI_T6963C_Circle_Fill378
  L__SPI_T6963C_Circle_Fill379
  L__SPI_T6963C_Circle_Fill380
  L__SPI_T6963C_Circle_Fill381
  L__SPI_T6963C_Circle_Fill382
  L__SPI_T6963C_Circle_Fill383
  L__SPI_T6963C_Circle_Fill384
  L__SPI_T6963C_Circle_Fill385
  L__SPI_T6963C_Circle_Fill386
  L_end__SPI_T6963C_getHeader
  __Lib_SPIT6963C__SPI_T6963C_getHeader
  L___Lib_SPIT6963C__SPI_T6963C_getHeader388
  L___Lib_SPIT6963C__SPI_T6963C_getHeader389
  L_end_SPI_T6963C_Set_Font_Adv
  _SPI_T6963C_Set_Font_Adv
  L_end_SPI_T6963C_Set_Ext_Font_Adv
  _SPI_T6963C_Set_Ext_Font_Adv
  L_end__SPI_T6963C_Write_Char_Adv
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv393
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv394
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv395
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv396
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv397
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv398
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv399
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv400
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv401
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv402
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv403
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_Adv404
  L_end__SPI_T6963C_Write_Char_AdvE
  __Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE406
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE407
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE408
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE409
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE410
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE411
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE412
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE413
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE414
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE415
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE416
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE417
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE418
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE419
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE420
  L___Lib_SPIT6963C__SPI_T6963C_Write_Char_AdvE421
  L_end_SPI_T6963C_Move_Cursor
  __Lib_SPIT6963C_SPI_T6963C_Move_Cursor
  L_end_SPI_T6963C_Write_Text_Return_Pos
  _SPI_T6963C_Write_Text_Return_Pos
  L__SPI_T6963C_Write_Text_Return_Pos424
  L__SPI_T6963C_Write_Text_Return_Pos425
  L__SPI_T6963C_Write_Text_Return_Pos426
  L__SPI_T6963C_Write_Text_Return_Pos427
  L_end_SPI_T6963C_Write_Const_Text_Return_Pos
  _SPI_T6963C_Write_Const_Text_Return_Pos
  L__SPI_T6963C_Write_Const_Text_Return_Pos429
  L__SPI_T6963C_Write_Const_Text_Return_Pos430
  L__SPI_T6963C_Write_Const_Text_Return_Pos431
  L__SPI_T6963C_Write_Const_Text_Return_Pos432
  L_end__SPI_T6963C_Get_Char_WidthE
  __Lib_SPIT6963C__SPI_T6963C_Get_Char_WidthE
  L___Lib_SPIT6963C__SPI_T6963C_Get_Char_WidthE434
  L___Lib_SPIT6963C__SPI_T6963C_Get_Char_WidthE435
  L_end__SPI_T6963C_Get_Char_Width
  __Lib_SPIT6963C__SPI_T6963C_Get_Char_Width
  L___Lib_SPIT6963C__SPI_T6963C_Get_Char_Width437
  L___Lib_SPIT6963C__SPI_T6963C_Get_Char_Width438
  L___Lib_SPIT6963C__SPI_T6963C_Get_Char_Width439
  L_end_SPI_T6963C_Write_Char_Adv
  _SPI_T6963C_Write_Char_Adv
  L__SPI_T6963C_Write_Char_Adv441
  L__SPI_T6963C_Write_Char_Adv442
  L__SPI_T6963C_Write_Char_Adv443
  L_end_SPI_T6963C_Write_Text_Adv
  _SPI_T6963C_Write_Text_Adv
  L__SPI_T6963C_Write_Text_Adv445
  L__SPI_T6963C_Write_Text_Adv446
  L__SPI_T6963C_Write_Text_Adv447
  L__SPI_T6963C_Write_Text_Adv448
  L_end_SPI_T6963C_Write_Const_Text_Adv
  _SPI_T6963C_Write_Const_Text_Adv
  L__SPI_T6963C_Write_Const_Text_Adv450
  L__SPI_T6963C_Write_Const_Text_Adv451
  L__SPI_T6963C_Write_Const_Text_Adv452
  L__SPI_T6963C_Write_Const_Text_Adv453
  L_end_SPI_T6963C_Ext_Image
  _SPI_T6963C_Ext_Image
  L__SPI_T6963C_Ext_Image455
  L__SPI_T6963C_Ext_Image456
  L_end_SPI_T6963C_Ext_PartialImage
  _SPI_T6963C_Ext_PartialImage
  L__SPI_T6963C_Ext_PartialImage458
  L__SPI_T6963C_Ext_PartialImage459
  L__SPI_T6963C_Ext_PartialImage460
  L__SPI_T6963C_Ext_PartialImage461
  L__SPI_T6963C_Ext_PartialImage462
  L__SPI_T6963C_Ext_PartialImage463
  L__SPI_T6963C_Ext_PartialImage464
  L__SPI_T6963C_Ext_PartialImage465
  L__SPI_T6963C_Ext_PartialImage466
  L__SPI_T6963C_Ext_PartialImage467
  L__SPI_T6963C_Ext_PartialImage468
  L__SPI_T6963C_Ext_PartialImage469
  L__SPI_T6963C_Ext_PartialImage470
  L__SPI_T6963C_Ext_PartialImage471
  L__SPI_T6963C_Ext_PartialImage472
  L__SPI_T6963C_Ext_PartialImage473
  L__SPI_T6963C_Ext_PartialImage474
  L__SPI_T6963C_Ext_PartialImage475
  L__SPI_T6963C_Ext_PartialImage476
  L__SPI_T6963C_Ext_PartialImage477
  L__SPI_T6963C_Ext_PartialImage478
  L__SPI_T6963C_Ext_PartialImage479
  L__SPI_T6963C_Ext_PartialImage480
  L__SPI_T6963C_Ext_PartialImage481
  L__SPI_T6963C_Ext_PartialImage482
  L__SPI_T6963C_Ext_PartialImage483
  L__SPI_T6963C_Ext_PartialImage484
  L__SPI_T6963C_Ext_PartialImage485
  L__SPI_T6963C_Ext_PartialImage486
  L__SPI_T6963C_Ext_PartialImage487
  L__SPI_T6963C_Ext_PartialImage488
  L__SPI_T6963C_Ext_PartialImage489
  L__SPI_T6963C_Ext_PartialImage490
  L__SPI_T6963C_Ext_PartialImage491
  L_end___Lib_SPIT6963C___?ag
  __Lib_SPIT6963C____?ag
  L_SPI1_Write0
  L_SPI1_Write1
  L_SPI1_Read2
  L_SPI1_Read3
  L_end_SPI1_Init_Advanced
  _SPI1_Init_Advanced
  L_end_SPI1_Init
  _SPI1_Init
  L_end_SPI1_Write
  _SPI1_Write
  L_end_SPI1_Read
  _SPI1_Read
  L_end_SPI_Set_Active
  _SPI_Set_Active
  L_end_SPI_Read
  _SPI_Read
  L_end_SPI_Write
  _SPI_Write
  L_end___Lib_SPI_b5432_x2___?ag
  __Lib_SPI_b5432_x2____?ag
  L_loopDW
  L_loopCA2A
  L_loopCCA2A
  L_loopCFCA2A
  L_loopCS2Ss
  l_CS2Send
  L_loopCCS2Ss
  l_CCS2Send
  L_loopCFCS2Ss
  l_CFCS2Send
  L_loopFZinSWs
  L_end___CC2DW
  ___CC2DW
  L_end___CA2AW
  ___CA2AW
  L_end___CCA2AW
  ___CCA2AW
  L_end___CFCA2A
  ___CFCA2A
  L_end___CS2S
  ___CS2S
  L_end___CCS2S
  ___CCS2S
  L_end___CFCS2S
  ___CFCS2S
  L_end___FZinS
  ___FZinS
  L_end___Lib_System___?ag
  __Lib_System____?ag
  L_T6963C_waitReady0
  L_T6963C_waitReady1
  L_T6963C_fill2
  L_T6963C_fill3
  L_T6963C_image4
  L_T6963C_image5
  L_T6963C_sprite6
  L_T6963C_sprite7
  L_T6963C_sprite8
  L_T6963C_sprite9
  L_T6963C_sprite10
  L_T6963C_sprite11
  L_T6963C_write_text12
  L_T6963C_write_text13
  L_T6963C_Write_Const_Text14
  L_T6963C_Write_Const_Text15
  L_T6963C_Circle16
  L_T6963C_Circle17
  L_T6963C_Circle18
  L_T6963C_Circle19
  L_T6963C_Circle20
  L_T6963C_Circle21
  L_T6963C_Circle22
  L_T6963C_Circle23
  L_T6963C_box24
  L_T6963C_box25
  L_T6963C_line26
  L_T6963C_line27
  L_T6963C_line28
  L_T6963C_line29
  L_T6963C_line30
  L_T6963C_line31
  L_T6963C_line32
  L_T6963C_line33
  L_T6963C_line34
  L_T6963C_line35
  L_T6963C_line36
  L_T6963C_line37
  L_T6963C_dot38
  L_T6963C_dot39
  L_T6963C_dot40
  L_T6963C_dot41
  L_T6963C_dot42
  L_T6963C_dot43
  L_T6963C_dot44
  L_T6963C_dot45
  L_T6963C_PartialImage46
  L_T6963C_PartialImage47
  L_T6963C_PartialImage48
  L_T6963C_PartialImage49
  L_T6963C_PartialImage50
  L_T6963C_PartialImage51
  L_T6963C_PartialImage52
  L_T6963C_PartialImage53
  L_T6963C_PartialImage54
  L_T6963C_PartialImage55
  L_T6963C_PartialImage56
  L_T6963C_PartialImage57
  L_T6963C_PartialImage58
  L_T6963C_PartialImage59
  L_T6963C_PartialImage60
  L_T6963C_PartialImage61
  L_T6963C_PartialImage62
  L_T6963C_PartialImage63
  L_T6963C_PartialImage64
  L_T6963C_PartialImage65
  L_T6963C_PartialImage66
  L_T6963C_PartialImage67
  L_T6963C_PartialImage68
  L_T6963C_PartialImage69
  L_T6963C_PartialImage70
  L_T6963C_PartialImage71
  L_T6963C_PartialImage72
  L_T6963C_Rectangle_Round_Edges73
  L_T6963C_Rectangle_Round_Edges74
  L_T6963C_Rectangle_Round_Edges75
  L_T6963C_Rectangle_Round_Edges76
  L_T6963C_Rectangle_Round_Edges77
  L_T6963C_Rectangle_Round_Edges78
  L_T6963C_Rectangle_Round_Edges79
  L_T6963C_Rectangle_Round_Edges80
  L_T6963C_Rectangle_Round_Edges81
  L_T6963C_Rectangle_Round_Edges82
  L_T6963C_Rectangle_Round_Edges83
  L_T6963C_Rectangle_Round_Edges84
  L_T6963C_Rectangle_Round_Edges85
  L_T6963C_Rectangle_Round_Edges_Fill86
  L_T6963C_Rectangle_Round_Edges_Fill87
  L_T6963C_Rectangle_Round_Edges_Fill88
  L_T6963C_Rectangle_Round_Edges_Fill89
  L_T6963C_Rectangle_Round_Edges_Fill90
  L_T6963C_Rectangle_Round_Edges_Fill91
  L_T6963C_Rectangle_Round_Edges_Fill92
  L_T6963C_Rectangle_Round_Edges_Fill93
  L_T6963C_Rectangle_Round_Edges_Fill94
  L_T6963C_Rectangle_Round_Edges_Fill95
  L_T6963C_Rectangle_Round_Edges_Fill96
  L_T6963C_Rectangle_Round_Edges_Fill97
  L_T6963C_Rectangle_Round_Edges_Fill98
  L_T6963C_Rectangle_Round_Edges_Fill99
  L_T6963C_Circle_Fill100
  L_T6963C_Circle_Fill101
  L_T6963C_Circle_Fill102
  L_T6963C_Circle_Fill103
  L_T6963C_Circle_Fill104
  L_T6963C_Circle_Fill105
  L_T6963C_Circle_Fill106
  L_T6963C_Circle_Fill107
  L_T6963C_Circle_Fill108
  L_T6963C_Circle_Fill109
  L___Lib_T6963C__T6963C_getHeader110
  L___Lib_T6963C__T6963C_getHeader111
  L___Lib_T6963C__T6963C_getHeader112
  L___Lib_T6963C__T6963C_getHeader113
  L___Lib_T6963C__T6963C_getHeader114
  L___Lib_T6963C__T6963C_Write_Char_Adv115
  L___Lib_T6963C__T6963C_Write_Char_Adv116
  L___Lib_T6963C__T6963C_Write_Char_Adv117
  L___Lib_T6963C__T6963C_Write_Char_Adv118
  L___Lib_T6963C__T6963C_Write_Char_Adv119
  L___Lib_T6963C__T6963C_Write_Char_Adv120
  L___Lib_T6963C__T6963C_Write_Char_Adv121
  L___Lib_T6963C__T6963C_Write_Char_Adv122
  L___Lib_T6963C__T6963C_Write_Char_Adv123
  L___Lib_T6963C__T6963C_Write_Char_Adv124
  L___Lib_T6963C__T6963C_Write_Char_Adv125
  L___Lib_T6963C__T6963C_Write_Char_Adv126
  L___Lib_T6963C__T6963C_Write_Char_Adv127
  L___Lib_T6963C__T6963C_Write_Char_Adv128
  L___Lib_T6963C__T6963C_Write_Char_Adv129
  L___Lib_T6963C__T6963C_Write_Char_Adv130
  L___Lib_T6963C__T6963C_Write_Char_Adv131
  L___Lib_T6963C__T6963C_Write_Char_Adv132
  L___Lib_T6963C__T6963C_Write_Char_Adv133
  L___Lib_T6963C__T6963C_Write_Char_Adv134
  L___Lib_T6963C__T6963C_Write_Char_Adv135
  L___Lib_T6963C__T6963C_Write_Char_AdvE136
  L___Lib_T6963C__T6963C_Write_Char_AdvE137
  L___Lib_T6963C__T6963C_Write_Char_AdvE138
  L___Lib_T6963C__T6963C_Write_Char_AdvE139
  L___Lib_T6963C__T6963C_Write_Char_AdvE140
  L___Lib_T6963C__T6963C_Write_Char_AdvE141
  L___Lib_T6963C__T6963C_Write_Char_AdvE142
  L___Lib_T6963C__T6963C_Write_Char_AdvE143
  L___Lib_T6963C__T6963C_Write_Char_AdvE144
  L___Lib_T6963C__T6963C_Write_Char_AdvE145
  L___Lib_T6963C__T6963C_Write_Char_AdvE146
  L___Lib_T6963C__T6963C_Write_Char_AdvE147
  L___Lib_T6963C__T6963C_Write_Char_AdvE148
  L___Lib_T6963C__T6963C_Write_Char_AdvE149
  L___Lib_T6963C__T6963C_Write_Char_AdvE150
  L___Lib_T6963C__T6963C_Write_Char_AdvE151
  L___Lib_T6963C__T6963C_Write_Char_AdvE152
  L___Lib_T6963C__T6963C_Write_Char_AdvE153
  L___Lib_T6963C__T6963C_Write_Char_AdvE154
  L___Lib_T6963C__T6963C_Write_Char_AdvE155
  L___Lib_T6963C__T6963C_Write_Char_AdvE156
  L___Lib_T6963C__T6963C_Write_Char_AdvE157
  L___Lib_T6963C__T6963C_Write_Char_AdvE158
  L___Lib_T6963C__T6963C_Write_Char_AdvE159
  L___Lib_T6963C__T6963C_Write_Char_AdvE160
  L_T6963C_Write_Text_Return_Pos161
  L_T6963C_Write_Text_Return_Pos162
  L_T6963C_Write_Text_Return_Pos163
  L_T6963C_Write_Text_Return_Pos164
  L_T6963C_Write_Text_Return_Pos165
  L_T6963C_Write_Text_Return_Pos166
  L_T6963C_Write_Const_Text_Return_Pos167
  L_T6963C_Write_Const_Text_Return_Pos168
  L_T6963C_Write_Const_Text_Return_Pos169
  L_T6963C_Write_Const_Text_Return_Pos170
  L_T6963C_Write_Const_Text_Return_Pos171
  L_T6963C_Write_Const_Text_Return_Pos172
  L___Lib_T6963C__T6963C_Get_Char_WidthE173
  L___Lib_T6963C__T6963C_Get_Char_WidthE174
  L___Lib_T6963C__T6963C_Get_Char_Width175
  L___Lib_T6963C__T6963C_Get_Char_Width176
  L___Lib_T6963C__T6963C_Get_Char_Width177
  L_T6963C_Write_Char_Adv178
  L_T6963C_Write_Char_Adv179
  L_T6963C_Write_Char_Adv180
  L_T6963C_Write_Char_Adv181
  L_T6963C_Write_Text_Adv182
  L_T6963C_Write_Text_Adv183
  L_T6963C_Write_Text_Adv184
  L_T6963C_Write_Text_Adv185
  L_T6963C_Write_Text_Adv186
  L_T6963C_Write_Text_Adv187
  L_T6963C_Write_Const_Text_Adv188
  L_T6963C_Write_Const_Text_Adv189
  L_T6963C_Write_Const_Text_Adv190
  L_T6963C_Write_Const_Text_Adv191
  L_T6963C_Write_Const_Text_Adv192
  L_T6963C_Write_Const_Text_Adv193
  L_T6963C_Ext_Image194
  L_T6963C_Ext_Image195
  L_T6963C_Ext_Image196
  L_T6963C_Ext_PartialImage197
  L_T6963C_Ext_PartialImage198
  L_T6963C_Ext_PartialImage199
  L_T6963C_Ext_PartialImage200
  L_T6963C_Ext_PartialImage201
  L_T6963C_Ext_PartialImage202
  L_T6963C_Ext_PartialImage203
  L_T6963C_Ext_PartialImage204
  L_T6963C_Ext_PartialImage205
  L_T6963C_Ext_PartialImage206
  L_T6963C_Ext_PartialImage207
  L_T6963C_Ext_PartialImage208
  L_T6963C_Ext_PartialImage209
  L_T6963C_Ext_PartialImage210
  L_T6963C_Ext_PartialImage211
  L_T6963C_Ext_PartialImage212
  L_T6963C_Ext_PartialImage213
  L_T6963C_Ext_PartialImage214
  L_T6963C_Ext_PartialImage215
  L_T6963C_Ext_PartialImage216
  L_T6963C_Ext_PartialImage217
  L_T6963C_Ext_PartialImage218
  L_T6963C_Ext_PartialImage219
  L_T6963C_Ext_PartialImage220
  L_T6963C_Ext_PartialImage221
  L_T6963C_Ext_PartialImage222
  L_T6963C_Ext_PartialImage223
  L_T6963C_Ext_PartialImage224
  L_T6963C_Ext_PartialImage225
  L_T6963C_Ext_PartialImage226
  L_T6963C_Ext_PartialImage227
  L__T6963C_line228
  L__T6963C_PartialImage229
  L__T6963C_PartialImage230
  L__T6963C_PartialImage231
  L__T6963C_PartialImage232
  L__T6963C_PartialImage233
  L__T6963C_PartialImage234
  L__T6963C_PartialImage235
  L__T6963C_PartialImage236
  L__T6963C_PartialImage237
  L__T6963C_PartialImage238
  L__T6963C_PartialImage239
  L__T6963C_PartialImage240
  L__T6963C_PartialImage241
  L__T6963C_PartialImage242
  L___Lib_T6963C__T6963C_Write_Char_Adv243
  L___Lib_T6963C__T6963C_Write_Char_Adv244
  L__T6963C_Ext_PartialImage245
  L__T6963C_Ext_PartialImage246
  L__T6963C_Ext_PartialImage247
  L__T6963C_Ext_PartialImage248
  L__T6963C_Ext_PartialImage249
  L__T6963C_Ext_PartialImage250
  L__T6963C_Ext_PartialImage251
  L__T6963C_Ext_PartialImage252
  L__T6963C_Ext_PartialImage253
  L__T6963C_Ext_PartialImage254
  L__T6963C_Ext_PartialImage255
  L__T6963C_Ext_PartialImage256
  L__T6963C_Ext_PartialImage257
  L__T6963C_Ext_PartialImage258
  L__T6963C_Ext_PartialImage259
  L__T6963C_Ext_PartialImage260
  L__T6963C_Ext_PartialImage261
  L_end_T6963C_Set_Ext_Buffer
  _T6963C_Set_Ext_Buffer
  L_end_T6963C_waitReady
  _T6963C_waitReady
  L__T6963C_waitReady264
  L_end_T6963C_writeData
  _T6963C_writeData
  L_end_T6963C_writeCommand
  _T6963C_writeCommand
  L_end_T6963C_fill
  _T6963C_fill
  L__T6963C_fill268
  L_end_T6963C_image
  _T6963C_image
  L__T6963C_image270
  L_end_T6963C_sprite
  _T6963C_sprite
  L__T6963C_sprite272
  L__T6963C_sprite273
  L__T6963C_sprite274
  L_end_T6963C_set_cursor
  _T6963C_set_cursor
  L_end_T6963C_write_char
  _T6963C_write_char
  L_end_T6963C_write_text
  _T6963C_write_text
  L__T6963C_write_text278
  L_end_T6963C_Write_Const_Text
  _T6963C_Write_Const_Text
  L__T6963C_Write_Const_Text280
  L_end_T6963C_Circle
  _T6963C_Circle
  L__T6963C_Circle282
  L__T6963C_Circle283
  L__T6963C_Circle284
  L__T6963C_Circle285
  L__T6963C_Circle286
  L__T6963C_Circle287
  L__T6963C_Circle288
  L_end_T6963C_box
  _T6963C_box
  L__T6963C_box290
  L_end_T6963C_rectangle
  _T6963C_rectangle
  L_end_T6963C_line
  _T6963C_line
  L__T6963C_line293
  L__T6963C_line294
  L__T6963C_line295
  L__T6963C_line296
  L__T6963C_line297
  L__T6963C_line298
  L__T6963C_line299
  L_end_T6963C_setPtr
  _T6963C_setPtr
  L_end_T6963C_readData
  __Lib_T6963C_T6963C_readData
  L_end_T6963C_dot
  _T6963C_dot
  L__T6963C_dot303
  L__T6963C_dot304
  L__T6963C_dot305
  L__T6963C_dot306
  L__T6963C_dot307
  L__T6963C_dot308
  L__T6963C_dot309
  L__T6963C_dot310
  L_end_T6963C_init
  _T6963C_init
  L_end_T6963C_PartialImage
  _T6963C_PartialImage
  L__T6963C_PartialImage313
  L__T6963C_PartialImage314
  L__T6963C_PartialImage315
  L__T6963C_PartialImage316
  L__T6963C_PartialImage317
  L__T6963C_PartialImage318
  L__T6963C_PartialImage319
  L__T6963C_PartialImage320
  L__T6963C_PartialImage321
  L__T6963C_PartialImage322
  L__T6963C_PartialImage323
  L__T6963C_PartialImage324
  L__T6963C_PartialImage325
  L__T6963C_PartialImage326
  L__T6963C_PartialImage327
  L__T6963C_PartialImage328
  L__T6963C_PartialImage329
  L__T6963C_PartialImage330
  L__T6963C_PartialImage331
  L__T6963C_PartialImage332
  L__T6963C_PartialImage333
  L__T6963C_PartialImage334
  L__T6963C_PartialImage335
  L__T6963C_PartialImage336
  L__T6963C_PartialImage337
  L__T6963C_PartialImage338
  L__T6963C_PartialImage339
  L__T6963C_PartialImage340
  L__T6963C_PartialImage341
  L__T6963C_PartialImage342
  L__T6963C_PartialImage343
  L__T6963C_PartialImage344
  L_end_T6963C_Rectangle_Round_Edges
  _T6963C_Rectangle_Round_Edges
  L__T6963C_Rectangle_Round_Edges346
  L__T6963C_Rectangle_Round_Edges347
  L__T6963C_Rectangle_Round_Edges348
  L__T6963C_Rectangle_Round_Edges349
  L__T6963C_Rectangle_Round_Edges350
  L__T6963C_Rectangle_Round_Edges351
  L__T6963C_Rectangle_Round_Edges352
  L__T6963C_Rectangle_Round_Edges353
  L__T6963C_Rectangle_Round_Edges354
  L_end_T6963C_Rectangle_Round_Edges_Fill
  _T6963C_Rectangle_Round_Edges_Fill
  L__T6963C_Rectangle_Round_Edges_Fill356
  L__T6963C_Rectangle_Round_Edges_Fill357
  L__T6963C_Rectangle_Round_Edges_Fill358
  L__T6963C_Rectangle_Round_Edges_Fill359
  L__T6963C_Rectangle_Round_Edges_Fill360
  L__T6963C_Rectangle_Round_Edges_Fill361
  L__T6963C_Rectangle_Round_Edges_Fill362
  L__T6963C_Rectangle_Round_Edges_Fill363
  L__T6963C_Rectangle_Round_Edges_Fill364
  L__T6963C_Rectangle_Round_Edges_Fill365
  L_end_T6963C_Circle_Fill
  _T6963C_Circle_Fill
  L__T6963C_Circle_Fill367
  L__T6963C_Circle_Fill368
  L__T6963C_Circle_Fill369
  L__T6963C_Circle_Fill370
  L__T6963C_Circle_Fill371
  L__T6963C_Circle_Fill372
  L__T6963C_Circle_Fill373
  L__T6963C_Circle_Fill374
  L__T6963C_Circle_Fill375
  L_end__T6963C_getHeader
  __Lib_T6963C__T6963C_getHeader
  L___Lib_T6963C__T6963C_getHeader377
  L___Lib_T6963C__T6963C_getHeader378
  L_end_T6963C_Set_Font_Adv
  _T6963C_Set_Font_Adv
  L_end_T6963C_Set_Ext_Font_Adv
  _T6963C_Set_Ext_Font_Adv
  L_end__T6963C_Write_Char_Adv
  __Lib_T6963C__T6963C_Write_Char_Adv
  L___Lib_T6963C__T6963C_Write_Char_Adv382
  L___Lib_T6963C__T6963C_Write_Char_Adv383
  L___Lib_T6963C__T6963C_Write_Char_Adv384
  L___Lib_T6963C__T6963C_Write_Char_Adv385
  L___Lib_T6963C__T6963C_Write_Char_Adv386
  L___Lib_T6963C__T6963C_Write_Char_Adv387
  L___Lib_T6963C__T6963C_Write_Char_Adv388
  L___Lib_T6963C__T6963C_Write_Char_Adv389
  L___Lib_T6963C__T6963C_Write_Char_Adv390
  L___Lib_T6963C__T6963C_Write_Char_Adv391
  L___Lib_T6963C__T6963C_Write_Char_Adv392
  L___Lib_T6963C__T6963C_Write_Char_Adv393
  L_end__T6963C_Write_Char_AdvE
  __Lib_T6963C__T6963C_Write_Char_AdvE
  L___Lib_T6963C__T6963C_Write_Char_AdvE395
  L___Lib_T6963C__T6963C_Write_Char_AdvE396
  L___Lib_T6963C__T6963C_Write_Char_AdvE397
  L___Lib_T6963C__T6963C_Write_Char_AdvE398
  L___Lib_T6963C__T6963C_Write_Char_AdvE399
  L___Lib_T6963C__T6963C_Write_Char_AdvE400
  L___Lib_T6963C__T6963C_Write_Char_AdvE401
  L___Lib_T6963C__T6963C_Write_Char_AdvE402
  L___Lib_T6963C__T6963C_Write_Char_AdvE403
  L___Lib_T6963C__T6963C_Write_Char_AdvE404
  L___Lib_T6963C__T6963C_Write_Char_AdvE405
  L___Lib_T6963C__T6963C_Write_Char_AdvE406
  L___Lib_T6963C__T6963C_Write_Char_AdvE407
  L___Lib_T6963C__T6963C_Write_Char_AdvE408
  L___Lib_T6963C__T6963C_Write_Char_AdvE409
